Trade #,Trade Type,Opening Date,Open Price,Closing Date,Closing Price,Stop loss?,Profit,Tolerance
161,Short,2024-02-15 00:35:00,5018.5,2024-02-15 00:35:00,5015.25,No,650.0,5.0
163,Long,2024-02-15 03:45:00,5015.25,2024-02-16 10:00:00,5053.5,No,7650.0,5.0
165,Short,2024-02-16 10:00:00,5053.5,2024-02-16 11:40:00,5058.75,Yes,-1050.0,5.0
167,Long,2024-02-16 14:35:00,5037.25,2024-02-16 14:45:00,5031.75,Yes,-1100.0,5.0
1,Short,2023-12-18 01:30:00,4777.0,2023-12-18 01:30:00,4774.5,No,500.0,7.5
3,Long,2023-12-18 09:20:00,4774.5,2023-12-19 16:30:00,4812.25,No,7550.0,7.5
5,Short,2023-12-19 16:30:00,4812.25,2023-12-19 16:30:00,4811.75,No,100.0,7.5
7,Long,2023-12-19 21:05:00,4811.75,2023-12-20 16:35:00,4824.75,No,2600.0,7.5
9,Short,2023-12-20 16:35:00,4824.75,2023-12-20 16:35:00,4768.5,No,11250.0,7.5
11,Long,2023-12-20 21:00:00,4768.5,2023-12-20 21:35:00,4760.5,Yes,-1600.0,7.5
13,Short,2023-12-21 04:00:00,4761.25,2023-12-21 07:25:00,4769.0,Yes,-1550.0,7.5
15,Long,2023-12-21 12:35:00,4770.5,2023-12-21 18:05:00,4762.5,Yes,-1600.0,7.5
17,Short,2023-12-21 22:45:00,4796.75,2023-12-21 22:45:00,4789.75,No,1400.0,7.5
19,Long,2023-12-22 03:45:00,4789.75,2023-12-22 15:25:00,4806.25,No,3300.0,7.5
21,Short,2023-12-22 15:25:00,4806.25,2023-12-22 15:35:00,4814.0,Yes,-1550.0,7.5
23,Long,2023-12-22 19:55:00,4810.5,2023-12-22 20:05:00,4801.5,Yes,-1800.0,7.5
25,Short,2023-12-28 01:25:00,4836.0,2023-12-28 01:25:00,4840.25,No,-850.0,7.5
27,Long,2023-12-28 07:00:00,4840.25,2023-12-28 11:50:00,4832.5,Yes,-1550.0,7.5
29,Short,2023-12-29 22:05:00,4814.25,2024-01-02 02:00:00,4822.5,Yes,-1650.0,7.5
31,Long,2024-01-02 11:05:00,4815.5,2024-01-02 12:05:00,4807.75,Yes,-1550.0,7.5
33,Short,2024-01-03 02:10:00,4786.0,2024-01-03 02:10:00,4784.0,No,400.0,7.5
35,Long,2024-01-03 05:40:00,4784.0,2024-01-03 10:45:00,4776.0,Yes,-1600.0,7.5
37,Short,2024-01-03 20:25:00,4768.75,2024-01-03 20:25:00,4739.75,No,5800.0,7.5
39,Long,2024-01-04 21:15:00,4739.75,2024-01-04 21:50:00,4729.0,Yes,-2150.0,7.5
41,Short,2024-01-05 15:30:00,4736.25,2024-01-05 16:00:00,4753.25,Yes,-3400.0,7.5
43,Long,2024-01-05 20:55:00,4723.5,2024-01-08 02:25:00,4741.75,No,3650.0,7.5
45,Short,2024-01-08 02:25:00,4741.75,2024-01-08 02:25:00,4732.0,No,1950.0,7.5
47,Long,2024-01-08 05:25:00,4732.0,2024-01-08 10:20:00,4723.0,Yes,-1800.0,7.5
49,Short,2024-01-08 15:45:00,4746.0,2024-01-08 16:00:00,4754.0,Yes,-1600.0,7.5
51,Long,2024-01-09 02:00:00,4797.25,2024-01-09 09:25:00,4788.5,Yes,-1750.0,7.5
53,Short,2024-01-09 17:15:00,4784.5,2024-01-09 17:50:00,4792.5,Yes,-1600.0,7.5
55,Long,2024-01-10 14:35:00,4793.0,2024-01-10 21:00:00,4826.5,No,6700.0,7.5
57,Short,2024-01-10 21:00:00,4826.5,2024-01-10 21:00:00,4827.5,No,-200.0,7.5
59,Long,2024-01-11 02:15:00,4827.5,2024-01-11 14:30:00,4816.75,Yes,-2150.0,7.5
61,Short,2024-01-11 21:20:00,4810.5,2024-01-11 21:20:00,4809.5,No,200.0,7.5
63,Long,2024-01-12 03:30:00,4809.5,2024-01-12 08:45:00,4802.0,Yes,-1500.0,7.5
65,Short,2024-01-15 04:10:00,4817.0,2024-01-15 04:10:00,4810.5,No,1300.0,7.5
67,Long,2024-01-15 09:55:00,4810.5,2024-01-16 01:40:00,4800.75,Yes,-1950.0,7.5
69,Short,2024-01-16 13:25:00,4798.25,2024-01-16 16:20:00,4811.0,Yes,-2550.0,7.5
71,Long,2024-01-16 20:35:00,4786.0,2024-01-17 01:25:00,4797.25,No,2250.0,7.5
73,Short,2024-01-17 01:25:00,4797.25,2024-01-17 01:25:00,4790.25,No,1400.0,7.5
75,Long,2024-01-17 04:10:00,4790.25,2024-01-17 07:05:00,4781.0,Yes,-1850.0,7.5
77,Short,2024-01-18 00:35:00,4770.0,2024-01-18 00:35:00,4765.75,No,850.0,7.5
79,Long,2024-01-18 05:20:00,4765.75,2024-01-18 12:50:00,4786.5,No,4150.0,7.5
